TIMESTAMP,DSWRF_SFC_0000,DSWRF_SFC_0001,DSWRF_SFC_0002,DSWRF_SFC_0003,DSWRF_SFC_0004,DSWRF_SFC_0005,DSWRF_SFC_0006,DSWRF_SFC_0007,DSWRF_SFC_0008,DSWRF_SFC_0009,DSWRF_SFC_0010,DSWRF_SFC_0011,DSWRF_SFC_0012,DSWRF_SFC_0013,DSWRF_SFC_0014,DSWRF_SFC_0015,DSWRF_SFC_0016,DSWRF_SFC_0017,DSWRF_SFC_0018,DSWRF_SFC_0019,DSWRF_SFC_0020,DSWRF_SFC_0021,DSWRF_SFC_0022,DSWRF_SFC_0023,DSWRF_SFC_0024,TCC_EATM_0000,TCC_EATM_0001,TCC_EATM_0002,TCC_EATM_0003,TCC_EATM_0004,TCC_EATM_0005,TCC_EATM_0006,TCC_EATM_0007,TCC_EATM_0008,TCC_EATM_0009,TCC_EATM_0010,TCC_EATM_0011,TCC_EATM_0012,TCC_EATM_0013,TCC_EATM_0014,TCC_EATM_0015,TCC_EATM_0016,TCC_EATM_0017,TCC_EATM_0018,TCC_EATM_0019,TCC_EATM_0020,TCC_EATM_0021,TCC_EATM_0022,TCC_EATM_0023,TCC_EATM_0024,VIS_SFC_0000,VIS_SFC_0001,VIS_SFC_0002,VIS_SFC_0003,VIS_SFC_0004,VIS_SFC_0005,VIS_SFC_0006,VIS_SFC_0007,VIS_SFC_0008,VIS_SFC_0009,VIS_SFC_0010,VIS_SFC_0011,VIS_SFC_0012,VIS_SFC_0013,VIS_SFC_0014,VIS_SFC_0015,VIS_SFC_0016,VIS_SFC_0017,VIS_SFC_0018,VIS_SFC_0019,VIS_SFC_0020,VIS_SFC_0021,VIS_SFC_0022,VIS_SFC_0023,VIS_SFC_0024,time_of_day_cos,time_of_day_sin,time_of_year_cos,time_of_year_sin,SOLARRADIATION_0003
'2018-06-16 06:00:00+00:00',0,0,0,0,0,20.4,68,133,216,357.092255,895,946.286743,795.531738,887,827.220337,671.18866,482,276,83,0,0,0,0,0,0,35,28,52,75,84,94,100,100,100,84,42,35,80,55,13,16,3,0,0,0,1,41,29,15,47,18500,18300,18300,1800,1700,1700,2500,24100,24100,24100,23500,23900,22300,20900,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,0,1,-0.997325,0.073095,0.47
'2018-06-16 12:00:00+00:00',53,134,402,793,887.058044,861,570.057068,385.090363,328.576721,353.073975,467.007507,276,83,0,0,0,0,0,0,0,0,0,0,11.900001,58,100,100,100,34,29,42,79,80,100,68,18,0,0,0,0,0,0,0,0,4,16,35,63,93,100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-1,0,-0.99763,0.068802,691.5
'2018-06-16 18:00:00+00:00',807.684021,625.394104,433.014648,299.317871,151,56,27,0,0,0,0,0,0,0,0,0,0,43,186,165,291,622.356934,906.011475,604.158386,329.788727,37,77,100,100,100,100,98,29,0,1,13,27,19,7,12,12,25,32,43,67,83,57,34,47,41,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,18300,18300,20300,17000,17100,16200,24100,17100,-0,-1,-0.997917,0.064508,510.6
'2018-06-17 00:00:00+00:00',43,0,0,0,0,0,0,0,0,0,0,45.5,200,316,578,753.007324,694.148987,595.558533,497.265198,397.748474,315.080322,174.363739,270.25235,125,66,0,0,0,0,0,0,6,43,25,7,24,28,48,64,51,31,72,99,100,100,100,93,80,100,97,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,18300,18300,24100,21500,17300,14000,10700,8600,7500,6700,8500,15400,11300,24100,1,0,-0.998186,0.060213,0
'2018-06-17 06:00:00+00:00',0,0,0,0,0,20.800001,74,103,175,405.978424,803.066284,886.723877,750.979309,642.979431,265.254944,61.179771,34.328609,79,60,0,0,0,0,0,0,51,24,45,47,72,73,83,91,100,85,39,70,98,85,85,92,90,68,54,22,16,23,10,6,1,24100,24100,18300,17600,17600,17600,17600,18300,14500,11700,11200,9400,8200,8200,8500,9600,24100,24100,24100,24100,24100,24100,24100,24100,24100,0,1,-0.998435,0.055917,0
'2018-06-17 12:00:00+00:00',88,146,331,568.436218,722.02594,717.145813,763.665588,856.436462,790.514954,642.122803,485,279,85,0,0,0,0,0,0,0,0,0,0,24.700001,223,100,100,92,71,77,75,49,46,46,47,19,12,11,14,8,2,0,0,0,0,0,0,20,38,16,23800,24100,24100,24100,21600,21800,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-1,0,-0.998667,0.05162,287.6
'2018-06-17 18:00:00+00:00',867.794861,520.017883,222.54921,167.260635,214,169,61,0,0,0,0,0,0,0,0,0,0,12.8,89,210,540,746.692444,735.525696,801.114868,822.862549,64,97,100,100,99,79,79,84,32,36,36,27,30,65,92,100,100,100,100,100,37,21,60,91,93,24100,9000,6700,17600,24100,24100,24100,24100,24100,24100,24100,24100,18300,2000,0,0,0,0,0,100,21100,11700,9800,11500,13400,-0,-1,-0.99888,0.047321,538.4
'2018-06-18 00:00:00+00:00',41,0,0,0,0,0,0,0,0,0,0,35.799999,173,406,614,724.010193,837.088135,872.036499,938.37384,676.124329,712.669922,435.671905,285.316101,158,53,15,4,1,0,1,15,15,37,52,47,44,44,47,33,0,47,91,80,67,100,76,61,67,67,49,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,23500,17800,18200,18300,19000,16400,14100,12700,10900,10800,11600,1,-0,-0.999074,0.043022,0
'2018-06-18 06:00:00+00:00',0,0,0,0,0,23.1,109,288,579,769.319275,849.540344,611.061707,600.380066,532.095825,387.543701,238.328674,105.454102,39,10,0,0,0,0,0,0,42,50,62,82,90,92,85,56,35,12,41,74,92,100,94,100,100,100,100,97,76,21,26,35,51,17800,17600,1800,0,0,0,0,17600,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,22600,23500,21800,21800,16200,0,1,-0.99925,0.038722,0
'2018-06-18 12:00:00+00:00',285,431,625,790,899.511597,957.786865,832.072082,704.073059,472.590149,309.1362,182.539734,92,22,0,0,0,0,0,0,0,0,0,0,42,220,0,0,0,0,33,76,88,53,77,100,100,100,70,54,56,67,71,43,43,43,58,44,51,34,3,24100,24100,24100,21500,17200,15700,18900,18500,24100,23300,21700,22600,22400,23800,24100,24100,24100,24100,24100,24100,16500,9800,8200,8900,23800,-1,-0,-0.999407,0.034422,729.1
'2018-06-18 18:00:00+00:00',946.142944,654.601135,768.44519,490.227997,223.039825,79,15,0,0,0,0,0,0,0,0,0,0,51,230,434,628,792,892.299255,912.858154,651.278381,11,90,82,70,93,100,100,100,100,99,77,45,33,24,16,6,0,0,0,0,0,0,0,44,89,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-0,-1,-0.999546,0.03012,238.4
'2018-06-19 00:00:00+00:00',44,0,0,0,0,0,0,0,0,0,0,49.900002,229,432,628,794.047668,913.632629,981.461182,881.653809,670.793579,517.053467,404,174.932495,72,23,0,0,0,0,16,45,69,67,35,6,0,0,0,0,0,0,0,0,67,80,83,57,96,96,89,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,1,-0,-0.999667,0.025818,0.03
'2018-06-19 06:00:00+00:00',0,0,0,0,0,50.400002,231,435,630,794.394959,913.0401,961.771851,890.346375,708.419922,461.638061,266,165.545898,102,40,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,12,38,80,68,95,98,94,86,37,23,13,0,0,0,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,0,1,-0.999769,0.021516,0
'2018-06-19 12:00:00+00:00',285,433,627,792.121155,911.342896,936.898193,838.003601,934.782654,541.057678,418.578247,205.03299,87,21,0,0,0,0,0,0,0,0,0,0,50.600002,228.5,0,0,0,0,0,58,87,41,84,98,100,100,100,100,99,55,3,0,0,0,0,0,0,0,7,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-1,0,-0.999852,0.017213,725.2
'2018-06-19 18:00:00+00:00',896.457031,656.16925,467.182007,369.909882,226.513168,107,24,0,0,0,0,0,0,0,0,0,0,50.200001,230.199997,436,634,799.185181,913.516541,898.966125,963.240723,29,64,81,95,90,79,64,64,59,11,0,0,0,0,0,39,43,13,8,0,0,0,1,16,14,24100,16000,16200,22800,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-0,-1,-0.999917,0.01291,552.5
'2018-06-20 00:00:00+00:00',45,0,0,0,0,0,0,0,0,0,0,50.900002,232.5,438,633,798.264709,914.447632,986.423584,993.973816,939.861755,831.0047,675.269043,309.483063,278,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,1,0,1,2,93,32,86,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,1,0,-0.999963,0.008607,0
'2018-06-20 06:00:00+00:00',0,0,0,0,0,50.100002,229.600006,433,628,794.337585,915.577759,984.902588,995.770081,944.40979,835.572937,678.270508,489,277,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18,1,0,0,1,23,9,68,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,0,1,-0.999991,0.004304,0
'2018-06-20 12:00:00+00:00',287.600006,435,629,795.00824,915.685059,986.491455,995.297302,942.469788,832.757263,676.154419,485.562927,281,84,0,0,0,0,0,0,0,0,0,0,50,210,0,0,0,0,0,0,0,0,0,1,5,5,19,9,0,0,0,9,3,0,48,46,20,9,43,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-1,0,-1,0,717.7
'2018-06-20 18:00:00+00:00',982.453857,939.373352,829.884644,674.04364,486.117371,278,84,0,0,0,0,0,0,0,0,0,0,48.299999,229,431,592,769.539123,905.521606,876.535584,288.282745,0,0,0,0,0,7,13,1,0,0,0,0,0,0,0,0,0,21,6,12,8,5,7,60,89,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-0,-1,-0.999991,-0.004304,601.5
'2018-06-21 00:00:00+00:00',45,0,0,0,0,0,0,0,0,0,0,39.600002,225.800003,395,582,789.033447,901.20697,684.874207,486.711975,509.103058,112.282715,427.966644,408,94,47,0,0,0,0,0,0,0,18,8,4,60,80,22,24,8,8,24,98,100,86,100,98,44,46,33,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,7800,24100,23000,12700,24100,1,-0,-0.999963,-0.008607,0
'2018-06-21 06:00:00+00:00',0,0,0,0,0,50,228,415,496,747.052368,905.923706,781.624573,610.175598,425.277496,480.585876,258.107574,103.370941,120,18,0,0,0,0,0,0,0,0,0,0,0,0,0,27,78,54,33,57,98,100,97,91,88,98,100,100,100,100,97,95,58,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,8200,23100,24100,24100,24100,24100,24100,24100,24100,-0,1,-0.999917,-0.01291,0
'2018-06-21 12:00:00+00:00',284,425,579,785.489258,797.598938,891.28717,951.745606,891.929504,784.288147,632,358.338715,195,58,0,0,0,0,0,0,0,0,0,0,44,217,0,0,0,0,100,77,46,50,38,35,37,67,92,97,97,72,32,88,21,1,0,0,4,15,38,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-1,0,-0.999852,-0.017213,520.4
'2018-06-21 18:00:00+00:00',970.507202,917.279846,345.625885,209.320343,67.904068,44,62,0,0,0,0,0,0,0,0,0,0,43,186,397,607,777.145386,771.072754,986.100647,999.886108,0,36,100,99,92,99,93,84,21,10,9,76,39,1,0,0,9,19,39,46,44,16,35,0,0,24100,24100,24100,22900,23000,24100,15900,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,21400,24100,24100,24100,-0,-1,-0.999769,-0.021516,257
'2018-06-22 00:00:00+00:00',22,0,0,0,0,0,0,0,0,0,0,9,41,32,355,592.069641,837.050354,974.492065,994.549927,943.280945,833.063049,677.222595,481.139099,190,38,99,96,67,55,46,34,32,31,21,64,100,100,100,92,93,75,40,17,0,0,0,0,24,91,64,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,23800,24100,21200,21400,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,1,-0,-0.999667,-0.025818,1.35
'2018-06-22 06:00:00+00:00',0,0,0,0,0,8,42,76,135,246.017609,465,941.446411,979.027649,944.596252,837.602966,660.556457,467.000214,225,79,0,0,0,0,0,0,88,100,100,100,100,100,100,100,100,100,100,59,20,0,0,0,1,69,28,39,95,73,100,91,47,24100,18400,18400,18300,17700,500,21800,23500,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,10800,4500,10900,23000,0,1,-0.999546,-0.03012,1.83
'2018-06-22 12:00:00+00:00',289,436,634,801.026611,920,988.065369,995.231262,935,825.803406,641.764587,138.123825,123,66,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,23,43,67,68,24,75,33,100,99,68,49,54,61,75,100,100,100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,5000,24100,24100,23700,23000,5100,24100,6500,21000,2000,-1,0,-0.999407,-0.034422,745.9
'2018-06-22 18:00:00+00:00',982.604126,939.767029,823.260864,495.607178,292,165,68,0,0,0,0,0,0,0,0,0,0,32,208,2,7,372.976074,665.92749,861.543518,947.366272,0,0,18,83,86,70,38,66,91,77,43,38,37,92,14,33,44,41,37,100,100,100,100,92,81,24100,24100,24100,24100,24100,24100,24100,24100,24100,22800,24100,24100,24100,23800,13600,24100,24100,15300,23800,2200,13000,15300,19500,23700,21100,0,-1,-0.99925,-0.038722,473.7
'2018-06-23 00:00:00+00:00',6,0,0,0,0,0,0,0,0,0,0,42,182,378,628,795,901.711243,750.674011,656.375366,312.99115,647.725525,658.861755,161,46,48,100,96,99,15,5,1,18,21,28,0,0,22,34,30,1,0,20,53,80,73,30,34,90,100,62,15600,24100,24100,24100,24100,24100,24100,24100,23600,24100,24100,24100,24100,24100,24100,24100,23400,14600,15000,9800,24100,24100,24100,24100,24100,1,-0,-0.999074,-0.043022,1.35
'2018-06-23 06:00:00+00:00',0,0,0,0,0,11,52,167,626,792.50769,910.089905,955.400147,978.283875,852.077332,823.839905,672.02594,484.377258,280,82,0,0,0,0,0,0,70,84,86,91,100,100,100,99,31,0,0,12,47,43,7,0,3,1,22,10,98,100,100,98,41,1800,100,700,1800,2400,24100,24100,24100,24100,24100,23300,18100,14100,9100,22000,24100,24100,24100,24100,24100,22500,24100,24100,24100,24100,0,1,-0.99888,-0.047321,1.35
'2018-06-23 12:00:00+00:00',67,105,240,689.294861,901.264709,977.946289,987.387817,918.075562,808.289795,573,240.494522,60,30,0,0,0,0,0,0,0,0,0,0,47.400002,223,100,100,100,58,0,0,1,40,33,64,78,100,75,10,2,31,8,6,0,36,35,9,24,0,0,24100,24100,12600,16100,22300,22700,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-1,0,-0.998667,-0.05162,376.6
'2018-06-23 18:00:00+00:00',801.457336,79.076843,654.42334,661.110107,486,276,88,0,0,0,0,0,0,0,0,0,0,47.5,215,413,598,758,846.377563,975.976623,989,86,100,91,29,4,12,0,1,0,0,0,0,0,0,0,21,8,0,29,20,36,14,13,21,17,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,23300,24100,24100,-0,-1,-0.998435,-0.055917,353.1
'2018-06-24 00:00:00+00:00',47,0,0,0,0,0,0,0,0,0,0,47.900002,227,431,628,794,913.053528,963.121338,668.880066,716.429688,689.700134,531,467,285,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,57,100,94,85,43,32,12,0,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,1,-0,-0.998186,-0.060213,0
'2018-06-24 06:00:00+00:00',0,0,0,0,0,41.299999,185,428,624,789.271423,904.123779,970.20343,865.067627,928.202026,728.056885,431.089477,284,125,37,0,0,0,0,0,0,62,38,14,30,32,33,24,20,2,0,11,6,44,50,91,91,100,100,100,100,97,94,58,0,0,24100,24100,24100,18400,18300,18300,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-0,1,-0.997917,-0.064508,1.35
'2018-06-24 12:00:00+00:00',282,430,625,790.316162,909.71106,931.642639,739.010315,600.005737,583.987854,590.069031,483.01889,285,89,0,0,0,0,0,0,0,0,0,0,48.400002,229,0,1,0,0,0,56,99,100,62,57,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-1,0,-0.99763,-0.068802,523.1
'2018-06-24 18:00:00+00:00',870,494.60202,439.931213,415.509338,341.005279,214,89,0,0,0,0,0,0,0,0,0,0,47.900002,228,431,602,773.930786,649,490.340118,491.545898,65,97,96,100,100,90,6,2,1,1,0,0,0,0,0,2,1,0,0,1,0,7,79,100,100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-0,-1,-0.997325,-0.073095,702
'2018-06-25 00:00:00+00:00',47,0,0,0,0,0,0,0,0,0,0,48.799999,232,437,627,781.22229,862.075562,814.652283,860.380005,502.39328,317.501495,231.059387,485,280,82,5,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,51,75,71,98,99,94,11,6,6,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,1,-0,-0.997001,-0.077386,0
'2018-06-25 06:00:00+00:00',0,0,0,0,0,18.4,85,183,358,796,915.816467,984.925293,968.663757,924.722107,821.102173,550.691956,301,253,79,0,0,0,0,0,0,3,28,33,66,93,100,100,100,97,0,0,0,0,48,29,87,97,56,53,27,16,6,3,0,0,24100,17700,17600,100,0,0,0,0,100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,0,1,-0.996659,-0.081676,1.35
'2018-06-25 12:00:00+00:00',285,434,629,792.341614,867.222351,721.790588,563.987488,630,508.74231,322.282318,202.028473,112,40,0,0,0,0,0,0,0,0,0,0,33,157,0,0,0,0,39,100,100,100,99,100,100,98,94,58,27,0,0,0,0,0,0,0,1,36,22,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-1,-0,-0.996298,-0.085965,738.9
'2018-06-25 18:00:00+00:00',977.596558,933.419128,753.366943,279.081665,181.037659,281,90,0,0,0,0,0,0,0,0,0,0,42,195,376,256,425,903.239929,939.101135,510.259888,0,4,48,95,67,24,2,10,25,38,46,14,1,0,2,11,23,30,50,35,42,33,19,47,93,24100,24100,24100,12000,7100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,0,-1,-0.995919,-0.090252,426.3
'2018-06-26 00:00:00+00:00',42,0,0,0,0,0,0,0,0,0,0,17,85,170,276,620.024475,910.331604,979.138428,986.663757,935.758362,800.353455,674.645691,424.035339,142,37,58,81,100,87,58,80,100,100,100,100,100,100,100,100,100,86,0,0,0,0,0,12,71,98,92,24100,24100,18400,18300,2400,1700,0,0,0,0,0,0,0,0,0,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,1,-0,-0.995521,-0.094537,1.35
'2018-06-26 06:00:00+00:00',0,0,0,0,0,11,52,109,184,310.602814,801.907349,962.592346,973.677856,938.931641,831.259888,675.059326,488,283,88,0,0,0,0,0,0,83,100,100,100,100,100,100,100,100,100,36,0,0,0,0,0,3,4,24,28,2,0,26,75,95,24100,2400,100,100,100,100,100,0,100,2500,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,0,1,-0.995105,-0.09882,1.35
'2018-06-26 12:00:00+00:00',280,429,624,790,909.026428,977.364014,986.457153,935.777222,802.396912,674.569092,489,283,89,0,0,0,0,0,0,0,0,0,0,19,223,4,2,9,0,0,0,0,0,0,0,0,1,1,0,14,24,46,13,1,0,1,12,47,61,18,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-1,0,-0.994671,-0.103102,732.5
'2018-06-26 18:00:00+00:00',972,933.937744,828.53064,642.257996,455.019318,262,46,0,0,0,0,0,0,0,0,0,0,37,195,417,611,786,908.175781,966.107117,990.709656,0,0,0,1,19,16,43,65,63,52,30,7,0,0,42,33,13,20,32,31,19,2,0,1,6,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-0,-1,-0.994218,-0.107381,586.4
'2018-06-27 00:00:00+00:00',48,0,0,0,0,0,0,0,0,0,0,42,199,425,621,788.034058,908.997375,977.180664,969.768005,907.09906,777.7229,342.438324,295.226746,266,89,12,53,87,100,100,100,81,46,1,3,14,56,52,18,0,0,0,3,25,28,60,90,62,28,17,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,17700,17600,23500,24100,24100,24100,24100,24100,24100,24100,24100,23000,24100,24100,1,0,-0.993747,-0.111659,0.02
'2018-06-27 06:00:00+00:00',0,0,0,0,0,17,113,333,125,41,304,915.827637,548.016907,932.318115,803.460571,675.178833,491.420288,287,91,0,0,0,0,0,0,17,34,60,90,91,91,83,45,84,95,64,37,47,8,12,8,0,3,0,0,3,2,3,7,37,24100,18500,18300,18300,18300,18300,24100,24100,23800,24100,24100,12600,24100,24100,21500,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,0,1,-0.993257,-0.115935,0
'2018-06-27 12:00:00+00:00',270,424,621,785.265564,905.596191,977.021973,968.02594,916.912781,629.928772,354.764069,244.073212,156,89,0,0,0,0,0,0,0,0,0,0,17,215,0,0,0,0,0,0,3,25,85,99,99,87,9,8,1,18,3,22,51,44,11,1,31,48,9,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-1,0,-0.992749,-0.120208,712.7
'2018-06-27 18:00:00+00:00',787,707.917297,819.538208,406.002106,194,153,87,0,0,0,0,0,0,0,0,0,0,14.7,19,374,603,716.052795,668.04071,907.324646,133.365631,99,77,28,73,96,94,38,0,0,0,0,0,0,0,0,0,54,67,87,36,21,45,83,78,90,24100,11800,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,23100,22900,9400,10700,19100,24100,24100,24100,9300,-0,-1,-0.992222,-0.124479,434.2
'2018-06-28 00:00:00+00:00',34,0,0,0,0,0,0,0,0,0,0,40.799999,208,426,621,786.703857,907.153259,975.139709,323,905.606384,583.266968,391.322205,206.191254,17,18,40,20,40,44,37,10,43,60,70,10,2,11,10,1,0,1,1,20,71,35,83,100,100,100,100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,7600,23600,1,-0,-0.991677,-0.128748,1.35
'2018-06-28 06:00:00+00:00',0,0,0,0,0,4.2,19,152,45,618.536682,326.713684,172.270157,977.356628,933.072449,826.054932,588.177368,61.004856,19,28,0,0,0,0,0,0,64,68,78,80,83,99,89,65,88,42,74,90,10,4,3,25,58,93,98,100,100,100,100,100,90,24100,18400,18300,2500,2600,18300,24100,22400,24100,24100,24100,22000,18100,24100,24100,24100,24100,6100,24100,24100,24100,24100,24100,24100,24100,0,1,-0.991114,-0.133015,1.35
'2018-06-28 12:00:00+00:00',262,419,575,779.026733,899.167541,624.199341,68.931999,47.537327,20.12923,28.342823,15.002833,15,10,0,0,0,0,0,0,0,0,0,0,8.6,33.900002,0,1,36,0,20,78,100,100,100,100,100,100,100,100,100,100,99,94,100,100,100,100,100,100,100,24100,24100,24100,24100,24100,13000,5200,5100,17000,19800,24100,24100,24100,24100,9000,8400,24100,24100,18300,8700,100,100,100,100,0,-1,-0,-0.990532,-0.137279,713.2
'2018-06-28 18:00:00+00:00',442.266144,152.17894,578,574.058166,425.747833,191,45,0,0,0,0,0,0,0,0,0,0,42.600002,218,430,608,771,893,960,991.387451,100,100,100,81,50,65,100,100,77,55,99,31,14,95,18,5,10,17,23,19,11,10,0,10,2,22900,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-0,-1,-0.989932,-0.14154,247.8
'2018-06-29 00:00:00+00:00',36,0,0,0,0,0,0,0,0,0,0,9.8,49,118,234,391.035858,616.135254,968.903687,989.750793,936.073731,441.300354,243.007797,173,9,34,95,100,100,96,36,22,53,82,97,100,100,100,100,100,100,100,93,32,9,36,86,99,96,73,52,24100,24100,24100,24100,24100,18400,18300,800,100,100,100,200,16700,23500,24100,24100,24100,24100,24100,24100,24100,24100,24100,6100,1100,1,-0,-0.989314,-0.145799,1.35
'2018-06-29 06:00:00+00:00',0,0,0,0,0,8.7,63,178,386,738,890.323364,977.009888,984.297729,937.179627,759.1203,348.021606,157.09079,92,43,0,0,0,0,0,0,25,77,86,100,100,100,100,85,75,51,0,0,1,0,26,73,76,76,82,69,75,73,44,29,31,24100,16000,100,100,100,200,21800,24100,24100,24100,22700,24100,24100,24100,24100,24100,24100,23800,23600,24100,23500,23500,23500,17600,17600,0,1,-0.988678,-0.150055,1.35
'2018-06-29 12:00:00+00:00',278,427,625,794.071472,916.416931,985.028809,994.271606,924.043457,713,547.918152,245.034485,91,23,0,0,0,0,0,0,0,0,0,0,41.5,216.5,0,0,0,0,0,0,0,0,90,52,85,86,97,88,56,17,2,8,21,30,23,13,10,17,13,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,-1,0,-0.988023,-0.154309,732.8
'2018-06-29 18:00:00+00:00',971.868103,855.637756,810,593.703064,382.014252,199,56,0,0,0,0,0,0,0,0,0,0,21.5,111.200005,240,614,779,803.106995,723.673279,872.047119,6,23,23,21,31,43,46,36,19,34,24,6,9,43,73,98,100,100,100,100,23,0,53,72,69,24100,24100,24100,24100,24100,24100,24100,24100,24100,24100,11700,24100,24100,18400,2400,0,0,0,0,0,24100,24100,24100,17800,19100,0,-1,-0.987349,-0.158559,679.1
